2004	15359380
2004	15514891
2004	15053010
2004	15154117
2004	15208783
2004	14681830
2004	14691730
2004	15372378
2004	15449241
2004	15272417
2011	21549336
2011	21549338
2011	21944045
2011	21665001
2011	21782149
2011	21376301
2011	21636067
2011	21835305
2011	21473986
2011	21549343
2011	22036171
2011	22100073
2011	21397065
2011	21565291
2011	21565292
2011	21529752
2011	21353196
2011	21376300
2011	21665002
2011	21194677
2005	16080112
2005	15714686
2005	15846561
2005	15988677
2005	16252239
2005	15526234
2005	15747259
2005	15726498
2005	15776395
2005	15739154
2005	15580547
2005	15570555
2005	16252233
2005	16380905
2005	15611928
2005	16380917
2005	15712104
2005	15800845
2005	15759212
2005	15952089
2002	11799475
2002	12145742
2002	12016592
2002	12080485
2002	11951177
2002	12145749
2002	11813133
2002	11731936
2002	12515255
2002	11951176
2002	12384858
2002	12145747
2002	11781875
2002	11992269
2002	11822023
2002	12145744
2002	12428213
2002	12058347
2002	12424708
2002	11845408
1998	9718347
1998	9497253
1998	9634522
1998	9792853
1998	9463308
1998	9792882
1998	9758627
1998	9497255
1998	9838272
1998	9443866
1998	9718346
1998	9718360
1998	9683585
1998	9837829
1998	9497249
1998	9718357
1998	9683604
1998	9463309
1998	9545410
1998	9837820
2001	11577372
2001	11112662
2001	11359216
2001	11462173
2001	11156534
2001	11353403
2001	11083946
2001	11283796
2001	11333381
2001	11443547
2001	11309687
2001	11410843
2001	11083947
2001	11179004
2001	11519010
2001	11509994
2001	11179018
2001	11536080
2001	11254449
2001	11309680
1993	8352278
1993	8328463
1993	8434583
1993	8434594
1993	8352283
1993	8430703
1993	8460646
1993	8102508
1993	8105686
1993	8352275
1993	8503437
1993	8488836
1993	8328452
1993	8328456
1993	8434605
1993	8488834
1993	7902670
1993	8387722
1993	8328462
1993	8503442
1997	9042931
1997	8981970
1997	9245996
1997	9311748
1997	9399915
1997	8981950
1997	9199562
1997	9042937
1997	9399882
1997	9326327
1997	9042906
1997	11644969
1997	9326328
1997	8981969
1997	9150164
1997	9326322
1997	9199548
1997	9012405
1997	9382097
1997	9382104
2009	19375058
2009	19576565
2009	19836009
2009	19084217
2009	19944400
2009	19853236
2009	19716112
2009	19327736
2009	19931040
2009	19732864
2009	19118813
2009	19268277
2009	19896111
2009	19836010
2009	19664745
2009	19576569
2009	19230858
2009	19896112
2009	19804848
2009	19559399
