2000	10841811
2000	10775524
2000	10712193
2000	10712209
2000	10739770
2000	10915611
2000	10712225
2000	10712212
2000	10677305
2000	10884361
2000	10677321
2000	10677322
2000	10739764
2000	10775530
2000	11078480
2000	10631132
2000	11078473
2000	11023809
2000	10762557
2000	10677310
2006	16826533
2006	16358216
2006	16642433
2006	16358215
2006	16642431
2006	16960802
2006	16773577
2006	16642441
2006	16909394
2006	16909392
2006	16960800
2006	16642442
2006	16532386
2006	16532395
2006	16826523
2006	17186465
2006	16960803
2006	16960810
2006	16909383
2006	16773567
2012	23084292
2012	22444671
2012	22503632
2012	23122590
2012	22265016
2012	23159251
2012	22795537
2012	22770979
2012	22365152
2012	22405084
2012	22703880
2012	22503634
2012	22770981
2012	23122587
2012	22405088
2012	22243968
2012	23122591
2012	22226083
2012	22387015
2012	22521416
1996	8651275
1996	8651280
1996	8940265
1996	8940261
1996	8651277
1996	8940267
1996	8651297
1996	8755927
1996	8651311
1996	8554049
1996	8571955
1996	8755923
1996	8755932
1996	8651286
1996	8554048
1996	8751870
1996	8940284
1996	8644710
1996	8651318
1996	8751879
2008	18355774
2008	19026398
2008	18394579
2008	18304497
2008	18460397
2008	18252214
2008	18674750
2008	18439549
2008	18252226
2008	18179886
2008	18371931
2008	19012875
2008	18179903
2008	18950739
2008	18656178
2008	18179885
2008	18308288
2008	18423522
2008	18387595
2008	18452888
1992	1539591
1992	1346075
1992	1609807
1992	1415265
1992	1329505
1992	1609795
1992	1357966
1992	1729895
1992	1463020
1992	1317992
1992	1346482
1992	1373934
1992	1347972
1992	1570829
1992	1598916
1992	1415242
1992	1598907
1992	1642234
1992	1415228
1992	1550114
2007	17999359
2007	17847000
2007	17503325
2007	17436244
2007	17503322
2007	17847001
2007	17436254
2007	17999356
2007	17503333
2007	17503332
2007	17273962
2007	17160901
2007	17436249
2007	17160889
2007	17571465
2007	17701907
2007	17668385
2007	17924341
2007	17236129
2007	17357082
2003	12717633
2003	12618959
2003	12900794
2003	12687497
2003	12474146
2003	13680528
2003	12506336
2003	12796855
2003	12740763
2003	12687502
2003	12587094
2003	14610717
2003	12596792
2003	12632327
2003	12557124
2003	12958705
2003	12474144
2003	14505274
2003	12489041
2003	12970847
1999	10053017
1999	10090909
1999	10577916
1999	10521296
1999	10486328
1999	9973270
1999	10330344
1999	10441582
1999	10417286
1999	9915936
1999	10205286
1999	9973271
1999	9973288
1999	10577941
1999	9915955
1999	9915968
1999	10090915
1999	10521316
1999	10521310
1999	10486315
2010	20529654
2010	20471002
2010	20598277
2010	20137772
2010	20537299
2010	20579627
2010	20887961
2010	21035103
2010	20466092
2010	20602914
2010	20826270
2010	20817137
2010	21129725
2010	20691405
2010	20920665
2010	20226436
2010	20206336
2010	20537301
2010	20970104
2010	20021999
1995	7717407
1995	7726158
1995	7762555
1995	7485151
1995	7825583
1995	7825598
1995	7611281
1995	8533774
1995	7847368
1995	7668247
1995	7847381
1995	7726181
1995	7611293
1995	8533785
1995	8533759
1995	7668286
1995	7825575
1995	7825576
1995	7887433
1995	7762554
1994	7977368
1994	8116620
1994	7942859
1994	8037214
1994	8304341
1994	7977356
1994	8178820
1994	7977360
1994	8037216
1994	8080001
1994	8079996
1994	7977378
1994	8023855
1994	7912883
1994	8198127
1994	8279475
1994	8116617
1994	8198126
1994	8304350
1994	7977348
2004	15195659
2004	14658095
2004	14872408
2004	15338458
2004	15154114
2004	14740322
2004	15386213
2004	15114531
2004	15309688
2004	15338459
